12				121543			
13				122990			
14				126896			
15				128440			
16				138467			
17				140665			
18				137035			
19				130631			
20				123458			
21				117251			
22				109756			
23				108012			
24				105942			
25				105994			
26				104866			
27				102430			
28				101544			
29				100528			
30				98963			
